mun,uf,regiao,porc_bf,dilma.vs.2014,pop.2011
TUPARETAMA,PE,Nordeste,49.5941,76.8453,7938
VENTUROSA,PE,Nordeste,65.2926,71.0320,16251
VERDEJANTE,PE,Nordeste,67.3841,72.7114,9165
VERTENTE DO LERIO,PE,Nordeste,68.1385,57.9543,7823
VERTENTES,PE,Nordeste,48.5673,43.6325,18473
VICENCIA,PE,Nordeste,58.8542,36.8214,30879
VITORIA DE SANTO ANTAO,PE,Nordeste,55.8713,35.5134,130924
XEXEU,PE,Nordeste,66.3121,44.6699,14132
AGUA BRANCA,AL,Nordeste,64.1270,80.5338,19433
ANADIA,AL,Nordeste,59.4728,58.7847,17392
ARAPIRACA,AL,Nordeste,42.4766,46.2539,216108
ATALAIA,AL,Nordeste,72.1361,51.3842,44612
BARRA DE SANTO ANTONIO,AL,Nordeste,77.1879,55.0575,14451
BARRA DE SAO MIGUEL,AL,Nordeste,48.8934,41.9494,7666
BATALHA,AL,Nordeste,66.5513,66.9103,17251
BELEM,AL,Nordeste,57.5595,59.0717,4446
BELO MONTE,AL,Nordeste,88.0044,77.4652,7043
BOCA DA MATA,AL,Nordeste,63.4644,52.2105,25895
BRANQUINHA,AL,Nordeste,71.1057,64.0293,10527
CACIMBINHAS,AL,Nordeste,75.0261,67.5404,10245
CAJUEIRO,AL,Nordeste,76.9231,40.6462,20520
CAMPESTRE,AL,Nordeste,69.0647,49.9214,6627
CAMPO ALEGRE,AL,Nordeste,64.8594,51.9011,51584
CAMPO GRANDE,AL,Nordeste,87.4894,80.2361,9046
CANAPI,AL,Nordeste,81.5006,84.9831,17244
CAPELA,AL,Nordeste,63.1566,49.7469,16953
CARNEIROS,AL,Nordeste,75.1714,79.6465,8421
CHA PRETA,AL,Nordeste,69.5442,64.4571,7146
COITE DO NOIA,AL,Nordeste,68.7563,76.3215,10845
COLONIA LEOPOLDINA,AL,Nordeste,66.9134,40.5264,20213
COQUEIRO SECO,AL,Nordeste,57.8393,58.8699,5557
CORURIPE,AL,Nordeste,53.2573,41.4955,52716
CRAIBAS,AL,Nordeste,79.0039,77.5518,22784
DELMIRO GOUVEIA,AL,Nordeste,43.9970,76.4401,48493
DOIS RIACHOS,AL,Nordeste,80.0068,73.1222,10866
ESTRELA DE ALAGOAS,AL,Nordeste,58.1782,75.5006,17332
FEIRA GRANDE,AL,Nordeste,78.1706,76.3631,21338
FELIZ DESERTO,AL,Nordeste,70.8819,58.9552,4385
FLEXEIRAS,AL,Nordeste,74.1753,31.1289,12352
GIRAU DO PONCIANO,AL,Nordeste,66.4291,81.0755,37118
IBATEGUARA,AL,Nordeste,66.4896,43.8215,15165
IGACI,AL,Nordeste,70.4481,80.7071,25158
IGREJA NOVA,AL,Nordeste,59.8852,74.4538,23434
INHAPI,AL,Nordeste,76.3438,86.6143,17908
JACARE DOS HOMENS,AL,Nordeste,75.7773,73.5172,5357
JACUIPE,AL,Nordeste,74.1706,54.4078,6973
JAPARATINGA,AL,Nordeste,71.1992,28.3846,7823
JARAMATAIA,AL,Nordeste,76.5086,71.9199,5541
JEQUIA DA PRAIA,AL,Nordeste,72.6651,56.2148,11957
JOAQUIM GOMES,AL,Nordeste,76.8994,56.3286,22717
JUNDIA,AL,Nordeste,70.4626,37.2430,4172
JUNQUEIRO,AL,Nordeste,67.0022,57.3209,23824
LAGOA DA CANOA,AL,Nordeste,73.8722,69.3987,18117
LIMOEIRO DE ANADIA,AL,Nordeste,68.2589,69.1474,27215
MACEIO,AL,Nordeste,31.2228,31.5378,943110
MAJOR ISIDORO,AL,Nordeste,65.9251,64.6338,18994
MARAGOGI,AL,Nordeste,67.1425,26.0764,29280
MARAVILHA,AL,Nordeste,76.6816,62.3265,10023
MARECHAL DEODORO,AL,Nordeste,56.0388,43.0103,46754
MARIBONDO,AL,Nordeste,53.2845,55.7079,13502
MAR VERMELHO,AL,Nordeste,66.5703,68.6770,3620
MATA GRANDE,AL,Nordeste,62.9073,81.0999,24673
MATRIZ DE CAMARAGIBE,AL,Nordeste,69.5763,42.2691,23768
MESSIAS,AL,Nordeste,61.2329,47.7131,15966
MINADOR DO NEGRAO,AL,Nordeste,58.8155,70.1342,5263
MONTEIROPOLIS,AL,Nordeste,81.3679,73.4871,6945
MURICI,AL,Nordeste,72.8328,47.6249,26867
NOVO LINO,AL,Nordeste,70.2418,40.9896,12184
OLHO D AGUA DAS FLORES,AL,Nordeste,52.5653,45.5937,20437
OLHO D AGUA DO CASADO,AL,Nordeste,68.8030,87.7010,8601
OLHO D AGUA GRANDE,AL,Nordeste,84.9115,81.6210,4966
OLIVENCA,AL,Nordeste,68.0469,69.0581,11100
OURO BRANCO,AL,Nordeste,74.2799,74.6360,10977
PALESTINA,AL,Nordeste,80.7390,73.9583,5158
PALMEIRA DOS INDIOS,AL,Nordeste,53.5073,59.9799,70556
PAO DE ACUCAR,AL,Nordeste,67.9724,71.9321,23730
PARICONHA,AL,Nordeste,62.2111,85.5585,10274
PARIPUEIRA,AL,Nordeste,58.4099,40.4366,11601
PASSO DE CAMARAGIBE,AL,Nordeste,71.2715,55.4375,14783
PAULO JACINTO,AL,Nordeste,70.2652,60.1192,7419
PENEDO,AL,Nordeste,59.7604,60.0637,60638
PIACABUCU,AL,Nordeste,73.1125,66.2527,17236
PILAR,AL,Nordeste,61.7844,43.5501,33467
PINDOBA,AL,Nordeste,52.3873,65.4321,2862
PIRANHAS,AL,Nordeste,73.5478,84.8314,23279
POCO DAS TRINCHEIRAS,AL,Nordeste,71.5230,82.9454,13922
PORTO CALVO,AL,Nordeste,68.0328,24.2635,25843
PORTO DE PEDRAS,AL,Nordeste,74.9888,32.5576,8291
PORTO REAL DO COLEGIO,AL,Nordeste,71.5043,72.2946,19410
QUEBRANGULO,AL,Nordeste,75.6227,67.9829,11404
RIO LARGO,AL,Nordeste,51.1115,46.0190,68885
ROTEIRO,AL,Nordeste,78.7530,51.3873,6631
SANTA LUZIA DO NORTE,AL,Nordeste,56.7236,59.3766,6930
SANTANA DO IPANEMA,AL,Nordeste,68.0140,71.5304,45197
SANTANA DO MUNDAU,AL,Nordeste,60.4842,66.5065,10875
SAO BRAS,AL,Nordeste,72.7921,71.6738,6731
SAO JOSE DA LAJE,AL,Nordeste,63.3519,47.0567,22798
SAO JOSE DA TAPERA,AL,Nordeste,78.3829,76.4281,30323
SAO LUIS DO QUITUNDE,AL,Nordeste,71.5968,43.9103,32633
SAO MIGUEL DOS CAMPOS,AL,Nordeste,51.3550,25.7916,55463
SAO MIGUEL DOS MILAGRES,AL,Nordeste,65.7114,32.7457,7264
SAO SEBASTIAO,AL,Nordeste,75.2716,71.0244,32232
SATUBA,AL,Nordeste,43.3691,46.9565,14815
SENADOR RUI PALMEIRA,AL,Nordeste,72.3593,77.3135,13129
TANQUE D ARCA,AL,Nordeste,69.0341,69.2530,6086
TAQUARANA,AL,Nordeste,48.1565,54.4934,19172
TEOTONIO VILELA,AL,Nordeste,61.5653,44.6063,41480
TRAIPU,AL,Nordeste,78.1881,76.6419,25880
UNIAO DOS PALMARES,AL,Nordeste,61.8330,53.6542,62645
VICOSA,AL,Nordeste,62.2701,47.8992,25342
AMPARO DE SAO FRANCISCO,SE,Nordeste,61.5836,55.5098,2283
AQUIDABA,SE,Nordeste,48.9554,69.0508,20188
ARACAJU,SE,Nordeste,24.7550,38.0897,579563
ARAUA,SE,Nordeste,70.2803,60.4300,10772
AREIA BRANCA,SE,Nordeste,53.9147,53.1020,17014
BARRA DOS COQUEIROS,SE,Nordeste,43.6605,50.0159,25527
BOQUIM,SE,Nordeste,61.6674,62.7666,25632
BREJO GRANDE,SE,Nordeste,67.1273,71.5648,7792
CAMPO DO BRITO,SE,Nordeste,44.2923,59.7767,16870
CANHOBA,SE,Nordeste,74.3295,77.6244,3956
CANINDE DE SAO FRANCISCO,SE,Nordeste,72.8348,74.8275,25219
CAPELA,SE,Nordeste,55.8578,58.9825,31087
CARIRA,SE,Nordeste,57.1694,72.9464,20179
CARMOPOLIS,SE,Nordeste,54.3560,47.8344,13822
CEDRO DE SAO JOAO,SE,Nordeste,56.1798,66.0362,5653
CRISTINAPOLIS,SE,Nordeste,74.9359,72.0029,16692
CUMBE,SE,Nordeste,63.0993,59.0861,3826
DIVINA PASTORA,SE,Nordeste,55.7611,68.6817,4408
ESTANCIA,SE,Nordeste,46.5814,65.1595,64825
FEIRA NOVA,SE,Nordeste,70.2957,65.1110,5344
FREI PAULO,SE,Nordeste,44.7136,51.7346,14020
GARARU,SE,Nordeste,78.1026,73.2892,11409
GENERAL MAYNARD,SE,Nordeste,51.5873,53.1395,2970
GRACHO CARDOSO,SE,Nordeste,72.6036,74.3702,5655
ILHA DAS FLORES,SE,Nordeste,73.9626,66.3068,8354
INDIAROBA,SE,Nordeste,74.0414,71.4102,16037
ITABAIANA,SE,Nordeste,43.2373,51.2563,87747
ITABAIANINHA,SE,Nordeste,66.3535,65.2429,39176
ITABI,SE,Nordeste,56.5134,63.2763,4957
ITAPORANGA D AJUDA,SE,Nordeste,63.1165,60.3213,30798
JAPARATUBA,SE,Nordeste,61.2819,64.3259,17042
JAPOATA,SE,Nordeste,69.0594,70.0000,12932
LAGARTO,SE,Nordeste,51.9628,61.6529,95746
LARANJEIRAS,SE,Nordeste,54.5586,56.0781,27177
MACAMBIRA,SE,Nordeste,54.0401,61.4436,6447
MALHADA DOS BOIS,SE,Nordeste,57.5888,73.0653,3476
MALHADOR,SE,Nordeste,52.9098,63.3323,12086
MARUIM,SE,Nordeste,59.4863,69.2948,16412
MOITA BONITA,SE,Nordeste,38.4505,52.7903,11020
MONTE ALEGRE DE SERGIPE,SE,Nordeste,81.1191,70.1848,13784
MURIBECA,SE,Nordeste,63.3478,64.2139,7363
NEOPOLIS,SE,Nordeste,66.4507,67.8600,18500
NOSSA SENHORA APARECIDA,SE,Nordeste,66.1651,60.3597,8526
NOSSA SENHORA DA GLORIA,SE,Nordeste,59.3432,68.5835,32926
NOSSA SENHORA DAS DORES,SE,Nordeste,63.2064,59.4205,24764
NOSSA SENHORA DE LOURDES,SE,Nordeste,69.3047,77.2232,6255
NOSSA SENHORA DO SOCORRO,SE,Nordeste,47.2773,45.5187,163047
PACATUBA,SE,Nordeste,75.3188,73.9863,13260
PEDRA MOLE,SE,Nordeste,58.1609,56.9692,3001
PEDRINHAS,SE,Nordeste,71.7627,60.6730,8903
PINHAO,SE,Nordeste,55.0741,70.8722,6029
PIRAMBU,SE,Nordeste,70.5591,63.5738,8455
POCO REDONDO,SE,Nordeste,82.6566,67.2877,31253
POCO VERDE,SE,Nordeste,62.3685,65.6782,22138
PORTO DA FOLHA,SE,Nordeste,77.7627,72.9135,27260
PROPRIA,SE,Nordeste,51.3517,58.9815,28533
RIACHAO DO DANTAS,SE,Nordeste,71.4683,69.0621,19401
RIACHUELO,SE,Nordeste,58.4781,60.3833,9434
RIBEIROPOLIS,SE,Nordeste,47.1413,52.2332,17307
ROSARIO DO CATETE,SE,Nordeste,56.7193,64.5423,9384
SALGADO,SE,Nordeste,55.0199,65.2597,19403
SANTA LUZIA DO ITANHY,SE,Nordeste,83.6716,73.7025,13064
SANTANA DO SAO FRANCISCO,SE,Nordeste,72.5702,72.6939,7108
SANTA ROSA DE LIMA,SE,Nordeste,75.2896,68.7075,3761
SANTO AMARO DAS BROTAS,SE,Nordeste,58.1175,73.2862,11467
SAO CRISTOVAO,SE,Nordeste,44.6669,52.8655,79956
SAO DOMINGOS,SE,Nordeste,58.2502,57.2328,10349
SAO FRANCISCO,SE,Nordeste,62.4754,68.1549,3460
SAO MIGUEL DO ALEIXO,SE,Nordeste,58.5714,56.3953,3718
SIMAO DIAS,SE,Nordeste,56.8263,61.6738,38847
SIRIRI,SE,Nordeste,62.9613,65.4456,8088
TELHA,SE,Nordeste,62.7240,59.2055,2982
TOBIAS BARRETO,SE,Nordeste,57.8104,62.6804,48414
TOMAR DO GERU,SE,Nordeste,69.4624,63.7706,12857
UMBAUBA,SE,Nordeste,64.0640,55.6434,22709
ABAIRA,BA,Nordeste,54.1958,66.0650,8687
ABARE,BA,Nordeste,72.9485,75.3549,17380
ACAJUTIBA,BA,Nordeste,59.4199,63.0660,14692
ADUSTINA,BA,Nordeste,72.2247,81.7426,15810
AGUA FRIA,BA,Nordeste,59.4547,59.5889,15809
ERICO CARDOSO,BA,Nordeste,60.1280,65.0487,10802
AIQUARA,BA,Nordeste,59.3083,70.0365,4569
ALAGOINHAS,BA,Nordeste,41.5760,50.0013,142870
ALCOBACA,BA,Nordeste,53.5404,73.2016,21300
ALMADINA,BA,Nordeste,63.3350,64.0689,6242
AMARGOSA,BA,Nordeste,53.6698,57.0359,34602
AMELIA RODRIGUES,BA,Nordeste,46.9034,62.6763,25134
AMERICA DOURADA,BA,Nordeste,73.9884,81.8249,15962
ANAGE,BA,Nordeste,64.3459,62.3542,25049
ANDARAI,BA,Nordeste,76.4879,84.5186,13951
ANDORINHA,BA,Nordeste,61.0907,85.9924,14310
ANGICAL,BA,Nordeste,68.6445,84.7732,14032
ANGUERA,BA,Nordeste,65.0536,76.7715,10336
ANTAS,BA,Nordeste,60.5753,72.3019,17303
ANTONIO CARDOSO,BA,Nordeste,65.0519,82.6070,11549
ANTONIO GONCALVES,BA,Nordeste,56.6472,71.2127,11124
APORA,BA,Nordeste,59.2807,65.7768,17805
APUAREMA,BA,Nordeste,66.3357,59.9042,7428
ARACATU,BA,Nordeste,56.1370,74.9606,13641
ARACAS,BA,Nordeste,66.7735,66.7842,11602
ARACI,BA,Nordeste,76.9101,80.6452,51994
ARAMARI,BA,Nordeste,61.9065,70.9661,10111
ARATACA,BA,Nordeste,65.0710,64.7101,10349
ARATUIPE,BA,Nordeste,66.2805,69.5669,8616
AURELINO LEAL,BA,Nordeste,66.1993,70.6126,13323
BAIANOPOLIS,BA,Nordeste,64.2596,80.0327,13919
BAIXA GRANDE,BA,Nordeste,55.6858,58.5111,20046
BANZAE,BA,Nordeste,67.4794,70.0719,11827
BARRA,BA,Nordeste,81.7889,82.8465,49736
BARRA DA ESTIVA,BA,Nordeste,67.7408,62.1901,20974
BARRA DO CHOCA,BA,Nordeste,62.8435,60.9020,35084
BARRA DO MENDES,BA,Nordeste,59.1296,87.0493,13950
BARRA DO ROCHA,BA,Nordeste,59.2881,64.1384,6174
BARREIRAS,BA,Nordeste,36.5814,60.6709,139285
BARRO ALTO,BA,Nordeste,65.0742,77.4457,13766
BARROCAS,BA,Nordeste,59.9587,75.5697,14346
GOVERNADOR LOMANTO JUNIOR,BA,Nordeste,60.7271,59.6533,6285
BELMONTE,BA,Nordeste,52.4214,61.7303,21935
BELO CAMPO,BA,Nordeste,57.9032,56.6911,15915
BIRITINGA,BA,Nordeste,75.8252,81.5391,14851
BOA NOVA,BA,Nordeste,74.3784,79.3214,15048
BOA VISTA DO TUPIM,BA,Nordeste,73.9709,65.6448,17944
BOM JESUS DA LAPA,BA,Nordeste,58.6637,79.3861,64121
BOM JESUS DA SERRA,BA,Nordeste,65.8918,83.0043,10054
BONINAL,BA,Nordeste,62.2936,72.8115,13796
BONITO,BA,Nordeste,70.8260,75.8018,14983
BOQUIRA,BA,Nordeste,62.4612,83.2487,22031
BOTUPORA,BA,Nordeste,69.0217,74.3745,11050
BREJOES,BA,Nordeste,46.9367,68.8009,14201
BREJOLANDIA,BA,Nordeste,63.2015,71.1433,11164
BROTAS DE MACAUBAS,BA,Nordeste,64.9578,68.3595,10596
BRUMADO,BA,Nordeste,41.2029,59.8895,64790
BUERAREMA,BA,Nordeste,42.5214,25.7374,18566
BURITIRAMA,BA,Nordeste,73.2127,72.0009,19729
CAATIBA,BA,Nordeste,48.2900,63.5266,11016
CABACEIRAS DO PARAGUACU,BA,Nordeste,74.7683,77.4505,17457
CACHOEIRA,BA,Nordeste,56.0855,64.0249,32150
CACULE,BA,Nordeste,36.0348,55.9088,22396
CAEM,BA,Nordeste,71.0384,74.2189,10188
CAETANOS,BA,Nordeste,67.0508,86.8776,13727
CAETITE,BA,Nordeste,52.4904,68.2295,47647
CAFARNAUM,BA,Nordeste,71.0127,73.7610,17305
CAIRU,BA,Nordeste,56.4352,58.4232,15679
CALDEIRAO GRANDE,BA,Nordeste,74.7518,77.8178,12576
CAMACAN,BA,Nordeste,45.3072,54.5462,31505
CAMACARI,BA,Nordeste,36.0206,45.3548,249206
CAMAMU,BA,Nordeste,53.2003,52.9468,35275
CAMPO ALEGRE DE LOURDES,BA,Nordeste,68.4224,86.7862,28124
CAMPO FORMOSO,BA,Nordeste,66.9982,72.0278,66967
CANAPOLIS,BA,Nordeste,61.5656,78.4502,9403
CANARANA,BA,Nordeste,67.8176,76.2015,24252
CANAVIEIRAS,BA,Nordeste,53.5597,63.4896,32116
CANDEAL,BA,Nordeste,60.5562,76.6314,8806
CANDEIAS,BA,Nordeste,29.0575,69.8567,83648
CANDIBA,BA,Nordeste,55.4286,78.5525,13271
CANDIDO SALES,BA,Nordeste,56.3127,73.6534,27747
CANSANCAO,BA,Nordeste,76.5073,85.7571,32982
CANUDOS,BA,Nordeste,71.4961,81.0744,15839
CAPELA DO ALTO ALEGRE,BA,Nordeste,44.3675,64.5617,11506
CAPIM GROSSO,BA,Nordeste,49.8683,56.5028,26826
CARAIBAS,BA,Nordeste,61.1971,60.8346,10048
CARAVELAS,BA,Nordeste,59.9575,75.4282,21515
CARDEAL DA SILVA,BA,Nordeste,74.7789,69.3892,8966
CARINHANHA,BA,Nordeste,78.8593,67.4547,28451
CASA NOVA,BA,Nordeste,65.4504,81.0050,65647
CASTRO ALVES,BA,Nordeste,60.8671,74.0072,25483
CATOLANDIA,BA,Nordeste,67.4572,80.9036,2632
CATU,BA,Nordeste,34.0761,56.8275,51411
CATURAMA,BA,Nordeste,63.6100,78.7514,8830
CENTRAL,BA,Nordeste,50.5873,75.2703,17035
CHORROCHO,BA,Nordeste,72.3622,76.6854,10765
CICERO DANTAS,BA,Nordeste,57.7896,71.2784,32387
CIPO,BA,Nordeste,63.8235,67.0485,15821
COARACI,BA,Nordeste,60.8239,55.7245,20442
COCOS,BA,Nordeste,65.2935,66.7755,18195
CONCEICAO DA FEIRA,BA,Nordeste,59.1238,70.2825,20612
CONCEICAO DO ALMEIDA,BA,Nordeste,59.1524,76.0714,17796
CONCEICAO DO COITE,BA,Nordeste,56.9847,60.7012,62545
CONCEICAO DO JACUIPE,BA,Nordeste,44.1633,62.2584,30425
CONDE,BA,Nordeste,59.7901,70.5379,23866
CONDEUBA,BA,Nordeste,61.1241,67.9740,16842
CONTENDAS DO SINCORA,BA,Nordeste,56.9081,67.3540,4638
CORACAO DE MARIA,BA,Nordeste,65.4458,75.8481,22273
CORDEIROS,BA,Nordeste,56.0832,58.3952,8205
CORIBE,BA,Nordeste,69.3709,78.8530,14258
CORONEL JOAO SA,BA,Nordeste,71.1586,75.9516,16855
CORRENTINA,BA,Nordeste,57.8341,65.2057,31324
COTEGIPE,BA,Nordeste,70.1557,83.1569,13625
CRAVOLANDIA,BA,Nordeste,68.9891,66.0118,5045
CRISOPOLIS,BA,Nordeste,70.0166,76.6656,20124
CRISTOPOLIS,BA,Nordeste,65.1450,77.2946,13328
CRUZ DAS ALMAS,BA,Nordeste,29.7051,60.5834,59045
CURACA,BA,Nordeste,69.7556,79.4189,32403
DARIO MEIRA,BA,Nordeste,62.1118,75.3116,12609
DIAS D AVILA,BA,Nordeste,44.0617,61.0846,68061
DOM BASILIO,BA,Nordeste,56.9505,83.6856,11405
DOM MACEDO COSTA,BA,Nordeste,55.8948,70.0799,3884
ELISIO MEDRADO,BA,Nordeste,45.1916,71.5923,7954
ENCRUZILHADA,BA,Nordeste,54.2278,64.1186,23968
ENTRE RIOS,BA,Nordeste,42.7979,60.0327,40029
ESPLANADA,BA,Nordeste,54.0891,69.9139,33217
EUCLIDES DA CUNHA,BA,Nordeste,66.0655,81.3126,56631
EUNAPOLIS,BA,Nordeste,30.9154,35.3693,101432
FATIMA,BA,Nordeste,64.3346,74.0322,17603
FEIRA DA MATA,BA,Nordeste,48.8519,66.9544,6181
FEIRA DE SANTANA,BA,Nordeste,26.6339,51.5139,562466
FILADELFIA,BA,Nordeste,73.7051,67.9772,16706
FIRMINO ALVES,BA,Nordeste,47.5655,60.4743,5401
FLORESTA AZUL,BA,Nordeste,59.1419,62.2458,10605
FORMOSA DO RIO PRETO,BA,Nordeste,62.8628,67.2192,22854
GANDU,BA,Nordeste,52.1649,52.8510,30580
GAVIAO,BA,Nordeste,58.5240,60.8601,4535
GENTIO DO OURO,BA,Nordeste,65.4234,79.7969,10657
GLORIA,BA,Nordeste,63.6385,84.7124,15096
GONGOGI,BA,Nordeste,64.7479,77.1475,8191
GOVERNADOR MANGABEIRA,BA,Nordeste,57.1825,64.7059,19873
GUAJERU,BA,Nordeste,59.0926,84.5846,10039
GUANAMBI,BA,Nordeste,41.6457,67.4825,79394
GUARATINGA,BA,Nordeste,57.0557,72.8230,22000
HELIOPOLIS,BA,Nordeste,67.6156,80.1698,13145
IACU,BA,Nordeste,62.9852,72.5703,25524
IBIASSUCE,BA,Nordeste,51.2866,60.8520,9831
IBICARAI,BA,Nordeste,57.1731,53.3571,23910
IBICOARA,BA,Nordeste,61.5320,68.5069,17548
IBICUI,BA,Nordeste,62.5523,61.7318,15830
IBIPEBA,BA,Nordeste,63.5624,84.1643,17145
IBIPITANGA,BA,Nordeste,57.8030,73.8846,14229
IBIQUERA,BA,Nordeste,54.7143,74.6988,4870
IBIRAPITANGA,BA,Nordeste,55.0063,61.4275,22641
IBIRAPUA,BA,Nordeste,39.6496,49.0503,8023
IBIRATAIA,BA,Nordeste,60.0537,59.4287,18443
IBITIARA,BA,Nordeste,57.4786,72.2872,15590
IBITITA,BA,Nordeste,69.5026,84.6971,17801
IBOTIRAMA,BA,Nordeste,51.2584,66.1496,25522
ICHU,BA,Nordeste,52.7331,68.2708,5269
IGAPORA,BA,Nordeste,62.5410,81.8366,15222
IGRAPIUNA,BA,Nordeste,69.8931,71.8280,13183
IGUAI,BA,Nordeste,51.9655,69.5261,25768
ILHEUS,BA,Nordeste,36.2748,44.6596,185801
INHAMBUPE,BA,Nordeste,62.1896,62.7852,36822
IPECAETA,BA,Nordeste,71.1940,71.2106,15176
IPIAU,BA,Nordeste,51.5142,56.5252,44465
IPIRA,BA,Nordeste,54.1894,61.6767,59169
IPUPIARA,BA,Nordeste,61.4652,74.0035,9343
IRAJUBA,BA,Nordeste,69.0014,76.6292,7024
IRAMAIA,BA,Nordeste,71.7814,66.8942,11564
IRAQUARA,BA,Nordeste,70.0082,87.1545,22929
IRARA,BA,Nordeste,71.6519,70.4424,27643
IRECE,BA,Nordeste,39.8583,68.1769,66865
ITABELA,BA,Nordeste,58.8213,58.4108,28593
ITABERABA,BA,Nordeste,50.9440,62.3834,61838
ITABUNA,BA,Nordeste,30.2110,44.0918,205286
ITACARE,BA,Nordeste,52.1012,64.6246,24794
ITAETE,BA,Nordeste,67.8703,74.7094,14995
ITAGI,BA,Nordeste,66.4860,59.7675,12926
ITAGIBA,BA,Nordeste,58.0691,67.9352,15053
ITAGIMIRIM,BA,Nordeste,51.5235,46.6138,7061
ITAGUACU DA BAHIA,BA,Nordeste,76.7923,87.0154,13350
ITAJU DO COLONIA,BA,Nordeste,57.1165,54.9161,7212
ITAJUIPE,BA,Nordeste,48.3750,56.1430,20978
ITAMARAJU,BA,Nordeste,48.7229,45.9989,63053
ITAMARI,BA,Nordeste,59.4889,67.1362,7869
ITAMBE,BA,Nordeste,48.2108,63.0913,22828
ITANAGRA,BA,Nordeste,54.6382,70.5536,7594
ITANHEM,BA,Nordeste,47.9481,59.6231,20114
ITAPARICA,BA,Nordeste,51.3957,73.1417,20862
ITAPE,BA,Nordeste,55.3421,62.2384,10711
ITAPEBI,BA,Nordeste,62.0160,63.0818,10446
ITAPETINGA,BA,Nordeste,33.7411,40.2140,69067
ITAPICURU,BA,Nordeste,65.2444,80.3405,32641
ITAPITANGA,BA,Nordeste,43.0233,63.7742,10194
ITAQUARA,BA,Nordeste,50.1799,61.4941,7715
ITARANTIM,BA,Nordeste,44.6633,56.7125,18664
ITATIM,BA,Nordeste,68.3845,67.7934,13775
ITIRUCU,BA,Nordeste,59.0837,65.1653,12640
ITIUBA,BA,Nordeste,65.3288,62.4048,36157
ITORORO,BA,Nordeste,50.4288,46.2178,19928
ITUACU,BA,Nordeste,56.7263,50.3690,18216
ITUBERA,BA,Nordeste,54.7103,61.2861,26764
IUIU,BA,Nordeste,59.4203,74.6596,10932
JABORANDI,BA,Nordeste,69.9624,78.9089,8849
JACARACI,BA,Nordeste,57.6202,77.5196,13664
JACOBINA,BA,Nordeste,45.2317,67.2112,79417
JAGUAQUARA,BA,Nordeste,45.4358,65.4074,51328
JAGUARARI,BA,Nordeste,50.2420,67.3536,30560
JAGUARIPE,BA,Nordeste,73.1675,76.0096,16701
JANDAIRA,BA,Nordeste,76.2718,75.3777,10355
JEQUIE,BA,Nordeste,35.0107,58.4402,152138
JEREMOABO,BA,Nordeste,67.8591,83.4088,37926
JIQUIRICA,BA,Nordeste,66.7252,63.1275,14147
JITAUNA,BA,Nordeste,65.8686,58.1859,13691
JOAO DOURADO,BA,Nordeste,64.2869,67.7866,22812
JUAZEIRO,BA,Nordeste,47.5763,63.1035,199761
JUCURUCU,BA,Nordeste,68.1758,75.1862,10129
JUSSARA,BA,Nordeste,70.2056,86.6766,15028
JUSSARI,BA,Nordeste,56.8216,64.9805,6397
JUSSIAPE,BA,Nordeste,51.0915,74.3054,7778
LAFAIETE COUTINHO,BA,Nordeste,62.9123,80.7183,3865
LAGOA REAL,BA,Nordeste,55.3307,80.7756,14063
LAJE,BA,Nordeste,59.3548,59.8527,22444
LAJEDAO,BA,Nordeste,48.1481,62.1443,3758
LAJEDINHO,BA,Nordeste,76.3914,83.9771,3908
LAJEDO DO TABOCAL,BA,Nordeste,65.8186,76.5716,8326
LAMARAO,BA,Nordeste,73.9804,81.8491,9413
LAPAO,BA,Nordeste,65.0955,79.1722,25717
LAURO DE FREITAS,BA,Nordeste,26.3396,54.1335,167309
LENCOIS,BA,Nordeste,57.7333,79.3282,10480
LICINIO DE ALMEIDA,BA,Nordeste,48.4065,71.0250,12295
LIVRAMENTO DE NOSSA SENHORA,BA,Nordeste,47.3846,76.3644,43110
LUIS EDUARDO MAGALHAES,BA,Nordeste,26.9008,38.8999,63290
MACAJUBA,BA,Nordeste,61.3718,69.0415,11215
MACARANI,BA,Nordeste,46.5927,49.0604,17285
MACAUBAS,BA,Nordeste,58.9820,70.8180,47490
MACURURE,BA,Nordeste,69.9237,76.0840,8032
MADRE DE DEUS,BA,Nordeste,36.8716,53.3484,17786
MAETINGA,BA,Nordeste,60.8476,66.3469,6554
MAIQUINIQUE,BA,Nordeste,54.8889,58.4387,8894
MAIRI,BA,Nordeste,60.4751,73.7353,19243
MALHADA,BA,Nordeste,75.0843,74.5963,16037
MALHADA DE PEDRAS,BA,Nordeste,53.7616,66.3731,8428
MANOEL VITORINO,BA,Nordeste,72.0212,79.8859,14221
MANSIDAO,BA,Nordeste,81.9017,86.5094,12707
MARACAS,BA,Nordeste,52.3149,58.0421,24822
MARAGOGIPE,BA,Nordeste,66.3501,74.3211,42967
MARAU,BA,Nordeste,64.6067,76.2070,19158
MARCIONILIO SOUZA,BA,Nordeste,72.9497,78.5790,10473
MASCOTE,BA,Nordeste,69.8440,64.7983,14520
MATA DE SAO JOAO,BA,Nordeste,47.5242,50.6865,40866
MATINA,BA,Nordeste,69.8065,86.4067,11246
MEDEIROS NETO,BA,Nordeste,50.4086,60.5027,21602
MIGUEL CALMON,BA,Nordeste,54.4212,73.0059,26329
MILAGRES,BA,Nordeste,53.1110,66.3477,11057
